location,genero,especie,categoria_riesgo_binomial,sepal_w_cv_corrected,sepal_l_cv_corrected,petal_w_cv_corrected,petal_l_cv_corrected,labellum_w_cv_corrected,labellum_l_cv_corrected,column_l_cv_corrected,flower_stem_cv_corrected,dorsal_sepal_cv_corrected,lip_w_cv_corrected,lip_l_cv_corrected
Caribbean,Dendrophylax,alcoa,Vulnerable,NA,NA,NA,0.018154762,NA,NA,NA,NA,NA,NA,NA
Caribbean,Dendrophylax,constanzense,Vulnerable,NA,NA,NA,0.017528736,NA,NA,NA,NA,NA,NA,NA
Caribbean,Dendrophylax,helorrhiza,Vulnerable,0.114784946,0.133187773,0.114784946,0.063541667,0.127083333,0.081989247,NA,NA,NA,NA,NA
Caribbean,Dendrophylax,macrocarpa,Vulnerable,0.101666667,0.040666667,0.101666667,NA,NA,NA,-0.081989247,NA,NA,NA,NA
Caribbean,Dilomilis,bissei,Vulnerable,0.033888889,0.042361111,0.033888889,0.025,NA,0.017732558,NA,NA,NA,NA,NA
Caribbean,Dilomilis,scirpoidea,Vulnerable,0.01037415,0.041077441,0.01037415,0.029901961,0.068693694,0.080263158,0.00736715,NA,NA,NA,NA
Caribbean,Domingoa,nodosa,Vulnerable,NA,NA,NA,0.017528736,0.050833333,0.01882716,0.039102564,NA,NA,NA,NA
Caribbean,Eltropectris,calcarata,Vulnerable,NA,NA,NA,0.025416667,NA,NA,NA,NA,NA,NA,NA
Caribbean,Encyclia,grisebachia,Vulnerable,0.072619048,0.063541667,0.072619048,0.037195122,NA,NA,NA,NA,NA,NA,NA
Caribbean,Epidendrum,bahorucense,Vulnerable,0.056481481,0.093846154,0.056481481,0.050833333,0.046212121,NA,NA,NA,NA,NA,NA
Caribbean,Epidendrum,crenulifforme,Vulnerable,0.039102564,0.011821705,0.039102564,0.009591195,0.052586207,0.080263158,0.056481481,NA,NA,NA,NA
Caribbean,Epidendrum,dodii,Vulnerable,0.026754386,0.059803922,0.026754386,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Epidendrum,zanonii,Vulnerable,0.056481481,0.207954545,0.056481481,0.046212121,0.101666667,0.026068376,0.056481481,NA,NA,NA,NA
Caribbean,Eurystyles,alticola,Vulnerable,0.072619048,0.035057471,0.072619048,NA,0.101666667,0.050833333,NA,NA,NA,NA,NA
Caribbean,Lepanthes,cassicula,Vulnerable,0.036309524,0.016464238,0.036309524,0.056481481,NA,NA,NA,NA,NA,NA,NA
Caribbean,Lepanthes,constanzae,Vulnerable,0.169444444,0.162666667,0.169444444,0.169444444,NA,NA,NA,NA,NA,NA,NA
Caribbean,Lepanthes,cryptantha,Vulnerable,0.101666667,0.094573643,0.101666667,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Lepanthes,domingensis,Vulnerable,0.043571429,0.051346801,0.043571429,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Lepanthes,eltoroensis,Vulnerable,0.127083333,0.065591398,0.127083333,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Lepanthes,rudipetala,Vulnerable,0.082751938,0.082751938,0.082751938,0.046212121,NA,0.072619048,NA,NA,NA,NA,NA
Caribbean,Lepanthes,teretipetala,Vulnerable,0.056481481,0.033888889,0.056481481,0.169444444,NA,NA,NA,NA,NA,NA,NA
Caribbean,Lepanthopsis,aristata,Vulnerable,NA,NA,NA,NA,NA,0.046212121,0.101666667,NA,NA,NA,NA
Caribbean,Lepanthopsis,atrosetifera,Vulnerable,NA,NA,NA,NA,NA,NA,0.117307692,NA,NA,NA,NA
Caribbean,Lepanthopsis,moniliformis,Vulnerable,0.046212121,0.029901961,0.046212121,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Lepanthopsis,stellaris,Vulnerable,NA,NA,NA,NA,NA,NA,0.056481481,NA,NA,NA,NA
Caribbean,Ornithidium,donaldeedodii,Vulnerable,0.046212121,0.040184453,0.046212121,0.013034188,NA,NA,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,alainii,Vulnerable,0.046212121,0.070114943,0.046212121,0.072619048,NA,NA,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,ciliifera,Vulnerable,NA,NA,NA,NA,0.101666667,0.026754386,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,cymbiformis,Vulnerable,NA,NA,NA,0.046212121,NA,NA,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,Jesupii,Vulnerable,0.029901961,0.026406926,0.029901961,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,miguelii,Vulnerable,0.072619048,0.254166667,0.072619048,0.117307692,0.169444444,0.072619048,0.101666667,NA,NA,NA,NA
Caribbean,Pleurothallis,spiloporphyrea,Vulnerable,0.026754386,0.047286822,0.026754386,0.101666667,NA,0.022101449,NA,NA,NA,NA,NA
Caribbean,Psychilis,dodii,Vulnerable,0.084722222,0.070601852,0.084722222,NA,0.049193548,0.06469697,0.117307692,NA,NA,NA,NA
Caribbean,Psychilis,domingensis,Vulnerable,0.067138365,0.125128205,0.067138365,0.096825397,NA,NA,0.106135531,NA,NA,NA,NA
Caribbean,Psychilis,rubeniana,Vulnerable,0.190625,0.046743295,0.190625,0.066304348,NA,NA,0.046212121,NA,NA,NA,NA
Caribbean,Psychilis,truncata tubichila,Vulnerable,0.101666667,0.116666667,0.101666667,0.112962963,NA,NA,0.084722222,NA,NA,NA,NA
Caribbean,Psychilis,vernicosa,Vulnerable,0.145238095,0.057116105,0.145238095,0.020333333,NA,NA,0.016397849,NA,NA,NA,NA
Caribbean,Quisqueya,karstii,Vulnerable,0.169444444,0.040666667,0.169444444,0.032446809,NA,NA,NA,NA,NA,NA,NA
Caribbean,Quisqueya,rosea,Vulnerable,NA,NA,NA,0.072619048,NA,NA,NA,NA,NA,NA,NA
Caribbean,Tetramicra,zanonii,Vulnerable,NA,NA,NA,NA,NA,0.01882716,NA,NA,NA,NA,NA
Caribbean,Tolumnia,arizajuliana,Vulnerable,NA,NA,NA,0.016397849,NA,NA,NA,NA,NA,NA,NA
Caribbean,Tolumnia,caribensis,Vulnerable,0.072619048,0.031770833,0.072619048,0.056481481,NA,0.072619048,0.033888889,NA,NA,NA,NA
Caribbean,Tolumnia,gundlachii,Vulnerable,0.084722222,0.038510101,0.084722222,0.029901961,NA,NA,NA,NA,NA,NA,NA
Caribbean,Tolumnia,henekenii,Vulnerable,0.101666667,NA,0.101666667,0.024206349,0.056481481,0.033888889,NA,NA,NA,NA,NA
Caribbean,Tolumnia,tuerckheimii,Vulnerable,0.01882716,0.072619048,0.01882716,0.068693694,0.072619048,0.07570922,NA,NA,NA,NA,NA
Caribbean,Tolumnia,usneoides,Vulnerable,0.056481481,0.127083333,0.056481481,0.112962963,0.029901961,0.110507246,NA,NA,NA,NA,NA
Caribbean,trichopilia,fragrans,Vulnerable,0.084722222,0.026068376,0.084722222,0.016397849,0.063541667,0.025847458,0.087643678,NA,NA,NA,NA
Vietnam,Paphiopedilum,maliponse Var. Malipoense,Vulnerable,0.217857143,0.134558824,0.217857143,0.141966967,0.088405797,0.092424242,NA,NA,NA,NA,NA
Vietnam,Paphiopedilum,micranthum,Vulnerable,0.140602837,0.222395833,0.140602837,0.196774194,0.124259259,0.178246753,0.056481481,NA,NA,NA,NA
Vietnam,Paphiopedilum,emersonii,Vulnerable,NA,NA,NA,NA,0.101666667,NA,0.056481481,NA,NA,NA,NA
Vietnam,Paphiopedilum,barbiherum Var. Lockianum,Vulnerable,NA,NA,NA,NA,0.039102564,NA,0.050833333,NA,NA,NA,NA
Vietnam,Paphiopedilum,tranlienianum,Vulnerable,NA,NA,NA,0.031770833,NA,0.013377193,0.056481481,NA,NA,NA,NA
Vietnam,Paphiopedilum,helenae,Vulnerable,0.169444444,0.171122112,0.169444444,NA,0.072619048,0.101666667,0.046212121,NA,NA,NA,NA
Vietnam,Paphiopedilum,henryanum,Vulnerable,0.04765625,0.022262774,0.04765625,0.01452381,0.025416667,0.038125,NA,NA,NA,NA,NA
Vietnam,Paphiopedilum,gratrixianum,Vulnerable,0.011296296,0.020962199,0.011296296,0.036683849,0.039102564,0.012398374,0.046212121,NA,NA,NA,NA
Vietnam,Paphiopedilum,callosum,Vulnerable,0.089705882,0.078205128,0.089705882,0.098099415,0.056481481,0.139975845,NA,NA,NA,NA,NA
Vietnam,Paphiopedilum,purpuratum,Vulnerable,0.164230769,0.079427083,0.164230769,0.069032922,0.07570922,0.072619048,NA,NA,NA,NA,NA
Vietnam,Paphiopedilum,aspersum,Vulnerable,0.084722222,0.084722222,0.084722222,0.029901961,NA,NA,NA,NA,NA,NA,NA
Australia,Arachnorchis,argocalla,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.029901961,NA,NA
Australia,Arachnorchis,audassi,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.072619048,0.039102564,0.063541667,0.072619048
Australia,Arachnorchis,behrii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.072619048,0.039102564,0.063541667
Australia,Arachnorchis,clavigera,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,NA,0.056481481,0.061
Australia,Prasophyllum,fosteri,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.039102564,0.026754386,0.046212121
Australia,Prasophyllum,affine,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.033888889,0.089705882,0.072619048
Australia,Prasophyllum,amoenum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.01037415,0.039102564,0.042361111
Australia,Prasophyllum,australe,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.072619048,0.117307692,0.080263158
Australia,Prasophyllum,campestre,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.008615819,0.033888889,0.072619048
Australia,Prasophyllum,castaneum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.006434599,0.026754386,0.036309524
Australia,Prasophyllum,constrictum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.00736715,0.063541667,0.063541667
Australia,Prasophyllum,exilis,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.013034188,0.008615819,0.061
Australia,Prasophyllum,goldsackii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.056481481,0.072619048,0.029901961
Australia,Prasophyllum,litorale,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.063541667,0.066304348,0.039102564
Australia,Prasophyllum,milfordense,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.033888889,0.033888889,0.029901961
Australia,Prasophyllum,occultans,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.046212121,0.039102564,0.050833333
Australia,Prasophyllum,pallidum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.046212121,0.039102564,0.050833333
Australia,Prasophyllum,perangustum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.008615819,0.052586207,0.039102564
Australia,Prasophyllum,pruinosum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.006434599,0.033888889,0.033888889
Australia,Prasophyllum,pulchellum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.000848637,0.039102564,0.039102564
Australia,Prasophyllum,retroflexum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.046212121,0.039102564,0.029901961
Australia,Prasophyllum,robustum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.00513468,0.042361111,0.042361111
Australia,Prasophyllum,spicatum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.101666667,0.046212121,0.089705882
Australia,Prasophyllum,stellatum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.006434599,0.024206349,0.039102564
Australia,Prasophyllum,suaveolens,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.035465116,0.101666667,0.101666667
Australia,Prasophyllum,tadgellianum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.031122449,0.01037415,0.00571161
Australia,Prasophyllum,taphanyx,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.01037415,0.036309524,0.017528736
Australia,Prasophyllum,tunbridgense,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.029901961,0.022101449,0.072619048
Australia,Prasophyllum,wallum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.072619048,0.046212121,0.033888889
Vietnam,Paphiopedilum,vietnamense,Vulnerable,0.046212121,0.055454545,0.046212121,0.046212121,0.117307692,0.033888889,0.096825397,NA,NA,NA,NA
Australia,Acianthus,ledwardii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.154710145,0.00513468,0.006434599,0.00513468
Australia,Arachnorchis,cardiochila,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.254166667,0.008615819,0.029901961,0.050833333
Australia,Corunastylis,nudiscapa,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.01882716,0.033888889,0.013034188
Australia,Diuris,bracteata,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.145238095,0.046212121,NA,0.084722222
Caribbean,Broughtonia,sanguinea,Not Threatened,0.117307692,NA,0.117307692,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Camaridium,micranthum,Not Threatened,0.046212121,0.027477477,0.046212121,0.080263158,0.094135802,0.075957854,0.039102564,NA,NA,NA,NA
Caribbean,Campylocentrum,fasciola,Not Threatened,0.084722222,0.121031746,0.084722222,0.084722222,NA,0.020333333,0.101666667,NA,NA,NA,NA
Caribbean,Campylocentrum,jamaicense,Not Threatened,NA,NA,NA,0.043930041,0.029901961,0.101666667,NA,NA,NA,NA,NA
Caribbean,Campylocentrum,poeppigii,Not Threatened,0.026754386,0.084722222,0.026754386,0.046212121,0.096171171,0.096171171,NA,NA,NA,NA,NA
Caribbean,Catasetum,integerrimum,Not Threatened,0.261868687,0.150617284,0.261868687,0.127083333,0.072619048,0.046212121,NA,NA,NA,NA,NA
Caribbean,Cyrtopodium,punctatum,Not Threatened,0.127083333,0.175961538,0.127083333,0.180376344,NA,NA,0.084722222,NA,NA,NA,NA
Caribbean,Encyclia,cajabanensis,Not Threatened,NA,0.069318182,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Epidendrum,ackermanii,Not Threatened,0.063541667,0.029901961,0.063541667,0.024206349,0.033888889,0.029901961,0.056481481,NA,NA,NA,NA
Caribbean,Epidendrum,amphistomum,Not Threatened,0.169444444,0.145238095,0.169444444,0.084722222,0.132166667,0.132608696,0.103549383,NA,NA,NA,NA
Caribbean,Epidendrum,anceps,Not Threatened,0.101666667,0.254166667,0.101666667,0.094774011,0.1525,0.184848485,0.101666667,NA,NA,NA,NA
Caribbean,Epidendrum,angustilobum,Not Threatened,0.127083333,0.058513189,0.127083333,0.039869281,0.056481481,0.053109453,0.072619048,NA,NA,NA,NA
Caribbean,Epidendrum,boricuarum,Not Threatened,0.217857143,0.104273504,0.217857143,0.046212121,0.083457711,0.112962963,NA,NA,NA,NA,NA
Caribbean,Epidendrum,boricuomutelianum,Not Threatened,0.169444444,0.056481481,0.169444444,0.026754386,NA,0.046212121,0.039102564,NA,NA,NA,NA
Caribbean,Epidendrum,caribiorum,Not Threatened,0.084722222,0.04937454,0.084722222,0.061,0.025416667,0.039102564,0.101666667,NA,NA,NA,NA
Caribbean,Epidendrum,ciliare,Not Threatened,0.134386973,0.079074074,0.134386973,0.06517094,0.089705882,0.087643678,0.067777778,NA,NA,NA,NA
Caribbean,Epidendrum,diffusum,Not Threatened,0.1525,0.102693603,0.1525,0.06407563,0.056481481,0.026754386,0.026754386,NA,NA,NA,NA
Caribbean,Epidendrum,floridense,Not Threatened,0.127083333,0.069318182,0.127083333,0.169444444,0.175606061,0.145238095,0.049193548,NA,NA,NA,NA
Caribbean,Epidendrum,nocturnum,Not Threatened,NA,NA,NA,0.147580645,0.05056719,0.169444444,0.043571429,NA,NA,NA,NA
Caribbean,Epidendrum,orientale,Not Threatened,0.169444444,0.072619048,0.169444444,0.101666667,0.024206349,0.066304348,0.101666667,NA,NA,NA,NA
Caribbean,Epidendrum,radicans,Not Threatened,0.050833333,0.030348259,0.050833333,NA,0.117307692,0.063541667,0.106395349,NA,NA,NA,NA
Caribbean,Epidendrum,ramosum,Not Threatened,0.169444444,0.1525,0.169444444,0.084722222,0.101666667,0.101666667,0.101666667,NA,NA,NA,NA
Caribbean,Epidendrum,repens,Not Threatened,0.031770833,0.058373206,0.031770833,0.046212121,0.072619048,0.024206349,0.101666667,NA,NA,NA,NA
Caribbean,Epidendrum,rigidum,Not Threatened,NA,NA,NA,0.046212121,0.120151515,0.118378995,0.039102564,NA,NA,NA,NA
Caribbean,Epidendrum,rivulare,Not Threatened,0.072619048,0.058653846,0.072619048,0.033888889,0.029901961,0.063541667,0.072619048,NA,NA,NA,NA
Caribbean,Epidendrum,serrulatum,Not Threatened,NA,NA,NA,0.070780591,0.084722222,0.040900383,NA,NA,NA,NA,NA
Caribbean,Epidendrum,strobiliferum,Not Threatened,0.13377193,0.065066667,0.13377193,0.031378601,0.056481481,0.065591398,NA,NA,NA,NA,NA
Caribbean,Epidendrum,verrucosum,Not Threatened,0.039102564,0.018154762,0.039102564,0.01540404,NA,NA,0.024206349,NA,NA,NA,NA
Caribbean,Epidendrum,vincentinum,Not Threatened,0.240789474,0.010590278,0.240789474,0.075,0.124259259,0.031770833,0.111585366,NA,NA,NA,NA
Caribbean,Eulophia,alta,Not Threatened,0.154710145,0.155216285,0.154710145,0.101666667,NA,NA,0.046212121,NA,NA,NA,NA
Caribbean,Habberia,alata,Not Threatened,0.101666667,0.127083333,0.101666667,0.072619048,NA,NA,0.046212121,NA,NA,NA,NA
Caribbean,Habberia,eustachya,Not Threatened,0.117307692,0.072619048,0.117307692,0.169444444,0.169444444,0.094135802,NA,NA,NA,NA,NA
Caribbean,Habberia,floribunda,Not Threatened,0.056481481,0.1525,0.056481481,0.089705882,0.072619048,0.169444444,NA,NA,NA,NA,NA
Caribbean,Habberia,monorrhiza,Not Threatened,0.072619048,0.096825397,0.072619048,0.046212121,NA,NA,0.056481481,NA,NA,NA,NA
Caribbean,Habberia,quinqueseta,Not Threatened,0.049193548,0.073493976,0.049193548,0.110507246,NA,0.060310734,NA,NA,NA,NA,NA
Caribbean,Habberia,repens,Not Threatened,0.039102564,0.067777778,0.039102564,0.033888889,NA,0.026754386,NA,NA,NA,NA,NA
Caribbean,Hapalorchis,lineatus,Not Threatened,0.072619048,0.117307692,0.072619048,0.077020202,0.046212121,0.089705882,0.101666667,NA,NA,NA,NA
Caribbean,Ionopsis,satyrioides,Not Threatened,0.084722222,0.141860465,0.084722222,0.117307692,0.169444444,0.169444444,0.056481481,NA,NA,NA,NA
Caribbean,Ionopsis,utricularioides,Not Threatened,0.101666667,0.162666667,0.101666667,0.101666667,0.154710145,0.13377193,0.072619048,NA,NA,NA,NA
Caribbean,Isochilus,linearis,Not Threatened,0.101666667,0.162666667,0.101666667,0.145238095,0.217857143,0.127083333,0.110507246,NA,NA,NA,NA
Caribbean,Jacquiniella,globosa,Not Threatened,NA,NA,NA,0.029901961,NA,0.01037415,0.024206349,NA,NA,NA,NA
Caribbean,Jacquiniella,teretifolia,Not Threatened,0.127083333,0.133333333,0.127083333,0.091666667,0.013738739,0.022344322,0.016397849,NA,NA,NA,NA
Caribbean,Leochilus,labiatus,Not Threatened,0.127083333,0.193650794,0.127083333,0.195512821,0.127083333,0.169444444,0.217857143,NA,NA,NA,NA
Caribbean,Leochilus,puertoricensis,Not Threatened,0.127083333,0.193650794,0.127083333,0.145238095,0.101666667,0.195512821,0.101666667,NA,NA,NA,NA
Caribbean,Lepanthes,rubripetala,Not Threatened,NA,NA,NA,0.046212121,NA,NA,NA,NA,NA,NA,NA
Caribbean,Lepanthes,selenitepala (ackermanii),Not Threatened,0.033888889,NA,0.033888889,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Lepanthes,woodburyana,Not Threatened,0.127083333,0.081333333,0.127083333,NA,NA,0.101666667,NA,NA,NA,NA,NA
Caribbean,Lepanthopsis,barahonensis,Not Threatened,NA,NA,NA,NA,NA,NA,-0.056481481,NA,NA,NA,NA
Caribbean,Liparis,nervosa,Not Threatened,0.101666667,0.145238095,0.101666667,0.066304348,NA,NA,0.101666667,NA,NA,NA,NA
Caribbean,Malaxis,massonii,Not Threatened,NA,NA,NA,0.072619048,0.046212121,0.063541667,NA,NA,NA,NA,NA
Caribbean,Malaxis,spicata,Not Threatened,0.072619048,0.01918239,0.072619048,0.101666667,NA,0.063541667,-0.033888889,NA,NA,NA,NA
Caribbean,Microchilus,familiaris,Not Threatened,NA,NA,NA,NA,NA,0.025416667,NA,NA,NA,NA,NA
Caribbean,Microchilus,hirtellus,Not Threatened,NA,NA,NA,NA,NA,0.127083333,NA,NA,NA,NA,NA
Caribbean,Microchilus,plantagineus,Not Threatened,0.127083333,0.09037037,0.127083333,0.084722222,NA,0.127083333,0.072619048,NA,NA,NA,NA
Caribbean,Mormolyca,pudica,Not Threatened,0.039102564,0.023106061,0.039102564,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Myrmecophila,thomsoniana,Not Threatened,0.094135802,0.102808989,0.094135802,0.072619048,0.111197917,0.035057471,0.017528736,NA,NA,NA,NA
Caribbean,Myrmecophila,thomsoniana minor,Not Threatened,0.049836601,0.043727599,0.049836601,0.110507246,0.040666667,0.054464286,0.01882716,NA,NA,NA,NA
Caribbean,Oeceoclades,maculata,Not Threatened,0.101666667,0.184848485,0.101666667,0.138636364,NA,NA,0.056481481,NA,NA,NA,NA
Caribbean,Oncidium,altissimum,Not Threatened,0.084722222,0.032275132,0.084722222,0.036309524,NA,0.039102564,0.066304348,NA,NA,NA,NA
Caribbean,Ornithidium,coccieum,Not Threatened,0.046212121,0.025416667,0.046212121,NA,0.072619048,0.033888889,NA,NA,NA,NA,NA
Caribbean,Pelexia,adnata,Not Threatened,0.072619048,0.050833333,0.072619048,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Phaius,tancarvilleae,Not Threatened,0.046212121,0.111505376,0.046212121,0.13377193,0.085822511,0.087643678,NA,NA,NA,NA,NA
Caribbean,Platythelys,querceticola,Not Threatened,0.217857143,0.117307692,0.217857143,0.101666667,NA,0.084722222,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,angustifolia,Not Threatened,0.046212121,0.070114943,0.046212121,0.056481481,NA,NA,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,cordniculata,Not Threatened,0.046212121,0.162666667,0.046212121,0.101666667,0.072619048,0.050833333,0.033888889,NA,NA,NA,NA
Caribbean,Pleurothallis,domingensis,Not Threatened,0.033888889,0.156410256,0.033888889,0.033888889,0.101666667,0.039102564,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,pruinosa,Not Threatened,0.217857143,0.138636364,0.217857143,0.138636364,0.111585366,0.107828283,0.072619048,NA,NA,NA,NA
Caribbean,Pleurothallis,pubescens,Not Threatened,0.066304348,0.157622739,0.066304348,0.072619048,0.056481481,0.066304348,0.101666667,NA,NA,NA,NA
Caribbean,Pleurothallis,quadrifida,Not Threatened,0.033888889,0.075308642,0.033888889,0.046212121,0.101666667,0.056481481,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,ruscifolia,Not Threatened,0.101666667,0.214035088,0.101666667,0.209313725,0.056481481,0.101666667,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,schaferi,Not Threatened,0.066304348,0.12248996,0.066304348,0.046212121,0.022761194,NA,NA,NA,NA,NA,NA
Caribbean,Pleurothallis,sertularioides,Not Threatened,0.046212121,0.112962963,0.046212121,0.089705882,0.169444444,0.13377193,0.072619048,NA,NA,NA,NA
Caribbean,Pleurothallis,uncinata,Not Threatened,NA,NA,NA,0.039102564,NA,0.056481481,NA,NA,NA,NA,NA
Caribbean,Polystachya,concreta,Not Threatened,0.127083333,0.132608696,0.127083333,0.101666667,NA,0.127083333,0.101666667,NA,NA,NA,NA
Caribbean,Polystachya,foliosa,Not Threatened,0.169444444,0.112962963,0.169444444,NA,NA,0.101666667,NA,NA,NA,NA,NA
Caribbean,Ponthieva,racemosa,Not Threatened,0.101666667,0.169444444,0.101666667,0.169444444,0.084722222,0.084722222,0.056481481,NA,NA,NA,NA
Caribbean,Ponthieva,ventricosa,Not Threatened,0.072619048,0.196774194,0.072619048,0.066304348,NA,0.089705882,NA,NA,NA,NA,NA
Caribbean,Prescottia,oligantha,Not Threatened,NA,NA,NA,0.101666667,NA,NA,NA,NA,NA,NA,NA
Caribbean,Prescottia,stachyodes,Not Threatened,NA,NA,NA,0.169444444,NA,0.209313725,0.041216216,NA,NA,NA,NA
Caribbean,Prosthechea,boothiana,Not Threatened,NA,NA,NA,0.032446809,NA,0.039102564,0.039102564,NA,NA,NA,NA
Caribbean,Prosthechea,cochleata,Not Threatened,0.101666667,0.154040404,0.101666667,0.11380597,0.112962963,0.157758621,0.072619048,NA,NA,NA,NA
Caribbean,Prosthechea,fragrans,Not Threatened,0.089705882,0.1525,0.089705882,0.127083333,NA,NA,0.101666667,NA,NA,NA,NA
Caribbean,Prosthechea,fuertesii,Not Threatened,0.080263158,0.111415525,0.080263158,0.18597561,0.066304348,0.131790123,0.061,NA,NA,NA,NA
Caribbean,Prosthechea,pygmaea,Not Threatened,0.026754386,0.127083333,0.026754386,0.056481481,NA,NA,0.072619048,NA,NA,NA,NA
Caribbean,Psychilis,atropurpurea,Not Threatened,0.223666667,0.074754902,0.223666667,0.048412698,NA,NA,0.033888889,NA,NA,NA,NA
Caribbean,Psychilis,krugii,Not Threatened,NA,NA,NA,NA,NA,NA,0.101666667,NA,NA,NA,NA
Caribbean,Psychilis,macconnelliae,Not Threatened,0.138636364,0.042361111,0.138636364,0.072619048,0.169444444,0.084722222,0.145238095,NA,NA,NA,NA
Caribbean,Psychilis,monensis,Not Threatened,0.056481481,0.041496599,0.056481481,0.033888889,0.101666667,0.050833333,0.024206349,NA,NA,NA,NA
Caribbean,Sacoila,lanceolata,Not Threatened,NA,NA,NA,0.147580645,NA,NA,NA,NA,NA,NA,NA
Caribbean,Spathoglottis,plicata,Not Threatened,0.127083333,0.150617284,0.127083333,0.089705882,NA,NA,0.061,NA,NA,NA,NA
Caribbean,Spiranthes,torta,Not Threatened,0.072619048,0.187280702,0.072619048,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean,Tolumnia,compressicaulis,Not Threatened,0.056481481,-0.052136752,0.056481481,0.096171171,0.064272031,0.037935323,NA,NA,NA,NA,NA
Caribbean,Tolumnia,guianensis,Not Threatened,0.101666667,0.084722222,0.101666667,0.056481481,NA,0.106395349,NA,NA,NA,NA,NA
Caribbean,Tolumnia,pulchella,Not Threatened,NA,NA,NA,0.127083333,0.058653846,0.037195122,NA,NA,NA,NA,NA
Caribbean,Tolumnia,scandens,Not Threatened,0.101666667,0.112962963,0.101666667,0.020333333,0.153682171,0.169444444,0.046212121,NA,NA,NA,NA
Caribbean,Tolumnia,triquetra,Not Threatened,0.117307692,0.039102564,0.117307692,0.063541667,NA,0.046212121,NA,NA,NA,NA,NA
Caribbean,Tolumnia,variegata,Not Threatened,0.338888889,0.317708333,0.338888889,0.192816092,0.217857143,0.154710145,0.145238095,NA,NA,NA,NA
Caribbean,Trichocentrum,undulatum,Not Threatened,0.050833333,0.01540404,0.050833333,0.056481481,NA,NA,NA,NA,NA,NA,NA
Caribbean,Triphora,surinamensis,Not Threatened,0.101666667,0.027477477,0.101666667,0.046212121,NA,NA,0.112962963,NA,NA,NA,NA
Caribbean,Vanilla,barbellata,Not Threatened,0.072619048,0.046212121,0.072619048,0.072619048,NA,NA,0.09077381,NA,NA,NA,NA
